MP0.0,MP0.1,MP0.2,MP0.3,MP0.4,MP0.5,MP0.6,MP0.7,MP0.8,MP0.9,MP0.98
0.4967832004457526,0.25749402971020346,0.061937054414363486,0.24086998367332918,0.3997989382531057,0.546132501670404,0.6572114065679077,0.7648337283691196,0.8519355924071267,0.9369538167529174,0.9987075906950291,
