MP0.0,MP0.1,MP0.2,MP0.3,MP0.4,MP0.5,MP0.6,MP0.7,MP0.8,MP0.9,MP0.98
0.5119147098157746,0.26281009012778983,0.1625418701420713,0.2529935906636115,0.3887422457109366,0.5563545119241099,0.6635251451911459,0.7658847679855479,0.849417868648599,0.9255429809687681,0.9913678506544517,
